popularity,title,artist,year,decade,original_vocal,categories,social_singing,version,vibe_tag,theme_tag,theme_labels,songID
219,Stray Cat Strut,Stray Cats,1981,80s,Male,"Rock, Rock & Roll, New Wave",,,,,,Stray Cat StrutStray Cats
216,Breaking the Law,Judas Priest,1980,80s,Male,"Rock, Classic Rock, Hard Rock, Heavy Metal, Metal",,,Dad Rock,,,Breaking the LawJudas Priest
216,River,Bishop Briggs,2016,2010s,Female,"Pop, Indie Pop, Alternative Rock",,,,,,RiverBishop Briggs
214,Hell on Heels,Pistol Annies,2011,2010s,Female,Country,,,,,,Hell on HeelsPistol Annies
213,Grandpa,The Judds,1992,90s,Female,Country,,,,,,GrandpaThe Judds
213,Family Tradition,Hank Williams Jr.,1979,70s,Male,"Country, Country Rock, Americana, Outlaw Country",,,,,,Family TraditionHank Williams Jr.
211,Hero,Enrique Iglesias,2001,2000s,Male,"Latin, Latin Pop",,,,,,HeroEnrique Iglesias
4,Celebration,Kool & the Gang,1981,80s,Male,"Pop, Dance-Pop, Soul, Contemporary R&B, Funk, Disco",Group Songs,,,,,CelebrationKool & the Gang
209,Simple Man,Shinedown,2004,2000s,Male,"Rock, Hard Rock, Post-Grunge, Alternative Rock, Metal",,,,,,Simple ManShinedown
207,Better Dig Two,The Band Perry,2012,2010s,Mixed,"Country, Contemporary Country",,,,,,Better Dig TwoThe Band Perry
207,Live Like You Were Dying,Tim McGraw,2004,2000s,Male,"Country, Contemporary Country, Modern Country, Country Pop",,,,,,Live Like You Were DyingTim McGraw
2,Circle of Life,The Lion King,2003,2000s,Male,"Musical Theatre, Show Tune, Disney, Soundtrack",Group Songs,Disney,,,,Circle of LifeThe Lion King
207,Rack 'Em Up,Jonny Lang,1996,90s,Male,Blues,,,,,,Rack 'Em UpJonny Lang
206,The Chair,George Strait,1985,80s,Male,"Country, Country Pop",,,,,,The ChairGeorge Strait
202,Ace of Spades,Motörhead,1993,90s,Male,"Rock, Classic Rock, Hard Rock, Heavy Metal, Metal",,,,,,Ace of SpadesMotörhead
202,Dance Monkey,Tones and I,2019,2010s,Female,"Pop, Dance-Pop, Electropop, Indie Pop",,,One-Hit Wonder,,,Dance MonkeyTones and I
201,Faithfully,Journey,1983,80s,Male,"Rock, Pop Rock, Classic Rock, Hard Rock, Progressive Rock",,,"Power Ballad, Dad Rock",,,FaithfullyJourney
201,Good Directions,Billy Currington,2005,2000s,Male,"Country, Contemporary Country, Modern Country, Country Pop, Bluegrass",,,,,,Good DirectionsBilly Currington
10,Come on Eileen,Dexy's Midnight Runners,2005,2000s,Male,"Pop, Pop Rock, Soul, New Wave, Ska",Group Songs,,One-Hit Wonder,,,Come on EileenDexy's Midnight Runners
200,Baby Got Back,Sir Mix-A-Lot,1992,90s,Male,"Hip-Hop, Pop Rap",,,"Guilty Pleasure, One-Hit Wonder",,,Baby Got BackSir Mix-A-Lot
200,Mama Tried,Merle Haggard,1974,70s,Male,"Country, Americana, Outlaw Country, Singer-Songwriter",,,,,,Mama TriedMerle Haggard
198,Buy Dirt,Jordan Davis feat. Luke Bryan,2021,2020s,Male,"Country, Country Pop",Duets,,,,,Buy DirtJordan Davis feat. Luke Bryan
197,Talk Dirty to Me,Poison,1986,80s,Male,"Rock, Pop Rock, Classic Rock, Hard Rock, Glam Metal",,,Dad Rock,,,Talk Dirty to MePoison
197,Tequila Does,Miranda Lambert,2019,2010s,Female,"Country, Contemporary Country, Country Pop, Singer-Songwriter",,,,,,Tequila DoesMiranda Lambert
196,All the Small Things,blink-182,1999,90s,Male,"Rock, Pop Rock, Alternative Rock, Pop Punk, Emo",,,,,,All the Small Thingsblink-182
196,Burning House,Cam,2015,2010s,Female,"Country, Contemporary Country, Modern Country, Alt-Country",,,,,,Burning HouseCam
195,Toxic,Britney Spears,2003,2000s,Female,"Pop, Dance-Pop, Electropop, Teen Pop, Hip-Hop",,,,,,ToxicBritney Spears
195,Landslide,The Chicks (formerly The Dixie Chicks),2002,2000s,Female,Country,,,,,,LandslideThe Chicks (formerly The Dixie Chicks)
194,Break on Through (to the Other Side),The Doors,1967,60s,Male,"Rock, Classic Rock, Alternative Rock, Pop",,,Dad Rock,,,Break on Through (to the Other Side)The Doors
194,Every Rose Has Its Thorn,Poison,1991,90s,Male,"Rock, Classic Rock, Hard Rock, Glam Metal, Heavy Metal",,,"Power Ballad, Dad Rock",,,Every Rose Has Its ThornPoison
193,Hurts So Good,John Cougar Mellencamp,1982,80s,Male,"Pop, Pop Rock, Americana, Folk Rock",,,Dad Rock,,,Hurts So GoodJohn Cougar Mellencamp
193,My Own Worst Enemy,Lit,1999,90s,Male,"Rock, Post-Grunge, Alternative Rock, Punk, Pop Punk",,,One-Hit Wonder,,,My Own Worst EnemyLit
193,The Bad Touch,Bloodhound Gang,1999,90s,Male,"Pop, Dance-Pop, Alternative Rock, Comedy",,,Guilty Pleasure,,,The Bad TouchBloodhound Gang
193,Your Cheatin' Heart,Hank Williams,1972,70s,Male,"Country, Americana, Outlaw Country, Blues, Folk",,,,,,Your Cheatin' HeartHank Williams
192,Breathe (2 AM),Anna Nalick,2004,2000s,Female,"Pop, Pop Rock, Singer-Songwriter",,,,,,Breathe (2 AM)Anna Nalick
192,Sex and Candy,Marcy Playground,1995,90s,Male,"Rock, Post-Grunge, Alternative Rock",,,One-Hit Wonder,,,Sex and CandyMarcy Playground
192,She's in Love With the Boy,Trisha Yearwood,1991,90s,Female,"Country, Americana, Pop",,,,,,She's in Love With the BoyTrisha Yearwood
191,You Can Have the Crown,Sturgill Simpson,2013,2010s,Male,"Country, Alt-Country, Americana, Outlaw Country, Bluegrass",,,,,,You Can Have the CrownSturgill Simpson
190,Blue Ain't Your Color,Keith Urban,2016,2010s,Male,"Country, Contemporary Country, Country Pop",,,,,,Blue Ain't Your ColorKeith Urban
190,"Courtesy of the Red, White and Blue (the Angry American)",Toby Keith,2002,2000s,Male,"Country, Contemporary Country, Country Pop",,,,4th-of-july,Red White & Blue,"Courtesy of the Red, White and Blue (the Angry American)Toby Keith"
190,Drinkin' Problem,Midland,2016,2010s,Male,Country,,,,,,Drinkin' ProblemMidland
189,Rolling in the Deep,Adele,2010,2010s,Female,"Pop, Dance-Pop",,,Diva Moment,,,Rolling in the DeepAdele
189,Under the Influence,Chris Brown,2019,2010s,Male,"R&B, Contemporary R&B",,,,,,Under the InfluenceChris Brown
187,100 Years,Five for Fighting,2002,2000s,Male,"Pop, Adult Contemporary, Singer-Songwriter, Alternative Rock",,,,,,100 YearsFive for Fighting
187,Cocaine Blues,Johnny Cash,1968,60s,Male,"Country, Country Rock, Americana, Outlaw Country",,,,,,Cocaine BluesJohnny Cash
186,What a Wonderful World,Louis Armstrong,1991,90s,Male,"Pop, Traditional Pop, Vocal Jazz, Jazz, Gospel",,,,,,What a Wonderful WorldLouis Armstrong
185,Lips of an Angel,Hinder,1995,90s,Male,"Rock, Hard Rock, Alternative Metal, Alternative Rock",,,One-Hit Wonder,,,Lips of an AngelHinder
185,The Hardest Button to Button,The White Stripes,2003,2000s,Male,"Blues, Blues Rock, Alternative Rock, Indie Rock, Garage Rock",,,,,,The Hardest Button to ButtonThe White Stripes
185,You Know I'm No Good,Amy Winehouse,2006,2000s,Female,"Soul, R&B, Contemporary R&B, Neo-Soul, Hip-Hop",,,,,,You Know I'm No GoodAmy Winehouse
61,Dancing Queen,ABBA,1981,80s,Female,"Pop, Dance-Pop, Pop Rock, Disco",Group Songs,,,4th-of-july,Block Party,Dancing QueenABBA
291,Don't Stop Believin',Journey,1981,80s,Male,"Rock, Pop Rock, Classic Rock, Hard Rock, Progressive Rock",Group Songs,,Dad Rock,4th-of-july,Block Party,Don't Stop Believin'Journey
177,White Wedding,Billy Idol,1983,80s,Male,"Pop, Pop Rock, Funk, Classic Rock",,,,,,White WeddingBilly Idol
176,That's Life,Frank Sinatra,1966,60s,Male,"Pop, Traditional Pop, Vocal Jazz, Jazz",,,,,,That's LifeFrank Sinatra
176,Vienna,Billy Joel,1977,70s,Male,"Pop, Soft Rock, Singer-Songwriter, Classic Rock",,,,,,ViennaBilly Joel
174,Lose Control,Teddy Swims,2023,2020s,Male,"Pop, Soul, R&B",,,,,,Lose ControlTeddy Swims
1,Don't Stop Believin',Rock of Ages Cast,2012,2010s,,,Group Songs,,,,,Don't Stop Believin'Rock of Ages Cast
173,Must Be the Whiskey,Cody Jinks,2018,2010s,Male,"Country, Americana, Outlaw Country",,,,,,Must Be the WhiskeyCody Jinks
173,Slow Hands,Niall Horan,2017,2010s,Male,"Pop, Dance-Pop",,,,,,Slow HandsNiall Horan
172,The Reason,Hoobastank,2003,2000s,Male,"Pop, Pop Rock, Post-Grunge, Alternative Rock",,,,,,The ReasonHoobastank
171,Born to Die,Lana Del Rey,2011,2010s,Female,"Pop, Alt-Pop",,,,,,Born to DieLana Del Rey
170,I Hope You're Happy Now,Carly Pearce,2019,2010s,Mixed,"Country, Contemporary Country, Country Pop",Duets,,,,,I Hope You're Happy NowCarly Pearce
168,Rebel Yell,Billy Idol,1983,80s,Male,"Rock, Pop Rock, Classic Rock, Hard Rock, Electronic",,,,,,Rebel YellBilly Idol
168,Travelin' Soldier,The Chicks (formerly The Dixie Chicks),2002,2000s,Female,Country,,Live,,,,Travelin' SoldierThe Chicks (formerly The Dixie Chicks)
168,Why Don't We Just Dance,Josh Turner,2009,2000s,Male,"Country, Contemporary Country, Country Pop",,,,,,Why Don't We Just DanceJosh Turner
63,Don't Stop Me Now,Queen,1979,70s,Male,"Rock, Pop Rock, Classic Rock, Hard Rock, Glam Rock",Group Songs,,Dad Rock,4th-of-july,Block Party,Don't Stop Me NowQueen
166,Losing My Religion,R.E.M.,1991,90s,Male,"Rock, Alternative Rock, Pop",,,,,,Losing My ReligionR.E.M.
165,Like a Prayer,Madonna,1989,80s,Female,"Pop, Dance-Pop, Pop Rock, Adult Contemporary",,,,,,Like a PrayerMadonna
165,Make the World Go Away,Eddy Arnold,1965,60s,Male,"Country, Folk",,,,,,Make the World Go AwayEddy Arnold
165,Oh! Darling,The Beatles,1969,60s,Male,"Pop, Pop Rock, Classic Rock, Britpop",,,,,,Oh! DarlingThe Beatles
165,Rooster,Alice in Chains,1993,90s,Male,"Rock, Hard Rock, Alternative Rock, Glam Metal, Alternative Metal",,,,,,RoosterAlice in Chains
165,Stick Season,Noah Kahan,2022,2020s,Male,"Pop, Indie Pop, Folk, Indie Folk, Folk Pop, Singer-Songwriter",,,,,,Stick SeasonNoah Kahan
164,Brokenheartsville,Joe Nichols,2002,2000s,Male,"Country, Contemporary Country, Modern Country, Country Pop",,,,,,BrokenheartsvilleJoe Nichols
164,Hand in My Pocket,Alanis Morissette,1995,90s,Female,"Pop, Pop Rock, Folk Rock, Alternative Rock",,,,,,Hand in My PocketAlanis Morissette
163,Teenage Dirtbag,Wheatus,2001,2000s,Male,"Rock, Pop Rock, Alternative Rock",,,One-Hit Wonder,,,Teenage DirtbagWheatus
161,Would You Go With Me,Josh Turner,2006,2000s,Male,"Country, Contemporary Country, Modern Country, Country Pop",,,,,,Would You Go With MeJosh Turner
160,A Bar Song (Tipsy),Shaboozey,2024,2020s,Male,"Hip-Hop, Country, Country Pop",,,,,,A Bar Song (Tipsy)Shaboozey
160,Mama He's Crazy,The Judds,1984,80s,Female,Country,,,,,,Mama He's CrazyThe Judds
159,At Last,Etta James,1990,90s,Female,"Jazz, Blues, Soul, R&B, Funk",,,Diva Moment,,,At LastEtta James
159,Bring Me to Life,Evanescence,2002,2000s,Female,"Rock, Pop Rock, Alternative Rock, Alternative Metal",Duets,,,,,Bring Me to LifeEvanescence
158,Have You Ever Seen the Rain?,Creedence Clearwater Revival,1970,70s,Male,"Pop, Pop Rock, Classic Rock",,Dance Remix,Dad Rock,,,Have You Ever Seen the Rain?Creedence Clearwater Revival
157,I Cross My Heart,George Strait,1992,90s,Male,"Country, Country Pop",,,,,,I Cross My HeartGeorge Strait
157,I Hate Myself for Loving You,Joan Jett & the Blackhearts,1988,80s,Female,"Rock, Pop Rock, Rock & Roll",,,,,,I Hate Myself for Loving YouJoan Jett & the Blackhearts
157,Tight Fittin' Jeans,Conway Twitty,1981,80s,Male,"Country, Americana, Outlaw Country, Singer-Songwriter",,,,,,Tight Fittin' JeansConway Twitty
155,Flowers,Miley Cyrus,2023,2020s,Female,"Pop, Dance-Pop, Pop Rock, Funk",,,Breakup Anthem,,,FlowersMiley Cyrus
155,Hit Me With Your Best Shot,Pat Benatar,1980,80s,Female,"Pop, Pop Rock, Classic Rock",,,,,,Hit Me With Your Best ShotPat Benatar
155,My Heart Will Go On,Céline Dion,1996,90s,Female,"Pop, Dance-Pop, Soft Rock, Adult Contemporary, Folk Rock",,Club Mix,Diva Moment,,,My Heart Will Go OnCéline Dion
154,Honky Tonk Badonkadonk,Trace Adkins,2005,2000s,Male,"Country, Contemporary Country, Modern Country, Country Pop",,,Guilty Pleasure,4th-of-july,"Country Roads, Block Party",Honky Tonk BadonkadonkTrace Adkins
154,I Touch Myself,Divinyls,1990,90s,Female,"Pop, Rock, New Wave",,,"Guilty Pleasure, One-Hit Wonder",,,I Touch MyselfDivinyls
154,Welcome to My World,Jim Reeves,1963,60s,Male,"Country, Country Pop",,,,,,Welcome to My WorldJim Reeves
4,Fooled Around and Fell in Love,Miranda Lambert ft. Friends,2019,2010s,Female,"Country, Contemporary Country, Modern Country, Country Pop, Alt-Country",Group Songs,,,,,Fooled Around and Fell in LoveMiranda Lambert ft. Friends
153,Silver Wings,Merle Haggard,1971,70s,Male,"Country, Americana, Outlaw Country, Singer-Songwriter",,,,,,Silver WingsMerle Haggard
1,Fooled Around and Fell in Love,"Miranda Lambert feat. Maren Morris, Elle King, Ashley McBryde, Tenille Townes & Caylee Hammack",2019,2010s,Female,"Country, Contemporary Country, Modern Country, Country Pop, Alt-Country",Group Songs,,,,,"Fooled Around and Fell in LoveMiranda Lambert feat. Maren Morris, Elle King, Ashley McBryde, Tenille Townes & Caylee Hammack"
152,Ghost Riders in the Sky,Johnny Cash,1981,80s,Male,"Country, Americana, Outlaw Country, Blues, Folk",,,,,,Ghost Riders in the SkyJohnny Cash
152,King of the Road,Roger Miller,1965,60s,Male,"Country, Americana, Bluegrass",,,,,,King of the RoadRoger Miller
152,Mr. Crowley,Ozzy Osbourne,1980,80s,Male,"Rock, Hard Rock, Heavy Metal, Metal",,,,,,Mr. CrowleyOzzy Osbourne
152,Six Days on the Road,Sawyer Brown,1997,90s,Male,"Country, Country Pop, Country Rock",,,,,,Six Days on the RoadSawyer Brown
150,Tears in Heaven,Eric Clapton,1992,90s,Male,"Pop, Adult Contemporary, Singer-Songwriter, Classic Rock",,,,,,Tears in HeavenEric Clapton
148,I Feel a Sin Comin' On,Pistol Annies,2011,2010s,Female,Country,,,,,,I Feel a Sin Comin' OnPistol Annies
210,Free Fallin',Tom Petty & The Heartbreakers,1991,90s,Male,"Rock, Pop Rock, Classic Rock, Heartland Rock, Southern Rock",Group Songs,,Dad Rock,4th-of-july,Freedom Rock,Free Fallin'Tom Petty & The Heartbreakers
146,Loud and Heavy,Cody Jinks,2015,2010s,Male,"Country, Americana, Outlaw Country",,,,,,Loud and HeavyCody Jinks
145,Fuck You,Cee Lo Green,2010,2010s,Male,"Pop, Soul, R&B, Contemporary R&B, Hip-Hop",,Instrumental,,,,Fuck YouCee Lo Green
145,Pour Some Sugar on Me,Def Leppard,1988,80s,Male,"Rock, Pop Rock, Classic Rock, Hard Rock, Alternative Rock",,,Dad Rock,4th-of-july,"Block Party, Freedom Rock",Pour Some Sugar on MeDef Leppard
145,Take These Chains From My Heart,Hank Williams,1970,70s,Male,"Country, Americana, Outlaw Country, Blues, Folk",,,,,,Take These Chains From My HeartHank Williams
144,Stay,Sugarland,2006,2000s,Mixed,"Country, Contemporary Country, Modern Country, Folk, Rock",,,,,,StaySugarland
144,Wanted Dead or Alive,Bon Jovi,1988,80s,Male,"Rock, Pop Rock, Classic Rock, Hard Rock, Glam Metal",,,Dad Rock,,,Wanted Dead or AliveBon Jovi
143,Brandy (You're a Fine Girl),Looking Glass,1972,70s,Male,"Pop, Pop Rock, Soft Rock",,,One-Hit Wonder,,,Brandy (You're a Fine Girl)Looking Glass
143,Flagpole Sitta,Harvey Danger,1996,90s,Male,"Blues, Punk, Alternative Rock, Indie Rock",,,One-Hit Wonder,,,Flagpole SittaHarvey Danger
560,Friends in Low Places,Garth Brooks,1990,90s,Male,"Country, Country Pop",Group Songs,,,4th-of-july,"Country Roads, Block Party",Friends in Low PlacesGarth Brooks
142,Cult of Personality,Living Colour,1988,80s,Male,"Rock, Hard Rock, Alternative Rock, Alternative Metal",,,,,,Cult of PersonalityLiving Colour
142,Down Came a Blackbird,Lila McCann,1997,90s,Female,Country,,,,,,Down Came a BlackbirdLila McCann
141,Make You Feel My Love,Adele,2008,2000s,Female,"Pop, Dance-Pop, Soul, R&B",,,,,,Make You Feel My LoveAdele
141,Sin Wagon,The Chicks (formerly The Dixie Chicks),1999,90s,Female,Country,,,,,,Sin WagonThe Chicks (formerly The Dixie Chicks)
141,Wings of a Dove,Ferlin Husky,1982,80s,Male,Country,,,,,,Wings of a DoveFerlin Husky
141,you look like you love me,Ella Langley,2024,2020s,Mixed,"Country, Contemporary Country, Country Pop",Duets,,,,,you look like you love meElla Langley
140,Ain't No Sunshine,Bill Withers,1971,70s,Male,"Pop, Blues, Soul, R&B, Singer-Songwriter",,,,,,Ain't No SunshineBill Withers
140,Fever,Peggy Lee,1973,70s,Female,"Pop, Jazz, Blues",,,,,,FeverPeggy Lee
140,I Can Still Make Cheyenne,George Strait,1996,90s,Male,"Country, Country Pop",,,,,,I Can Still Make CheyenneGeorge Strait
140,Low,Cracker,1993,90s,Male,"Rock, Alternative Rock, Indie Rock, Punk",,,,,,LowCracker
140,In Spite of Ourselves,John Prine ft. Iris DeMent,1999,90s,Male,"Country, Folk, Singer-Songwriter",,,,,,In Spite of OurselvesJohn Prine ft. Iris DeMent
139,What Was I Thinkin',Dierks Bentley,2003,2000s,Male,"Country, Contemporary Country, Modern Country, Country Pop",,,,,,What Was I Thinkin'Dierks Bentley
138,Anymore,Travis Tritt,1991,90s,Male,"Country, Alt-Country",,,,,,AnymoreTravis Tritt
138,Fancy Like,Walker Hayes,2021,2020s,Male,Country,,,Guilty Pleasure,,,Fancy LikeWalker Hayes
138,Let Her Go,Passenger,2012,2010s,Male,"Pop, Indie Pop, Folk, Indie Folk, Singer-Songwriter",,,One-Hit Wonder,,,Let Her GoPassenger
138,Tomorrow,Silverchair,1994,90s,Male,"Rock, Hard Rock, Alternative Rock, Alternative Metal",,,,,,TomorrowSilverchair
136,Desperado,Clint Black,1993,90s,Male,"Country, Country Rock, Southern Rock, Classic Rock",,,,,,DesperadoClint Black
136,He'll Have to Go,Jim Reeves,1967,60s,Male,"Country, Country Pop",,,,,,He'll Have to GoJim Reeves
136,I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,1987,80s,Female,"Pop, Dance-Pop, Adult Contemporary",,,Diva Moment,4th-of-july,Block Party,I Wanna Dance With Somebody (Who Loves Me)Whitney Houston
136,Ironic,Alanis Morissette,1996,90s,Female,"Pop, Dance-Pop, Pop Rock, Alternative Rock",,,,,,IronicAlanis Morissette
136,Rehab,Amy Winehouse,2006,2000s,Female,"Blues, Soul, R&B, Contemporary R&B, Neo-Soul",,,,,,RehabAmy Winehouse
136,White Rabbit,Jefferson Airplane,1972,70s,Female,"Rock, Pop Rock, Folk Rock, Garage Rock, Psychedelic Rock",,,,,,White RabbitJefferson Airplane
135,As Good as I Once Was,Toby Keith,2005,2000s,Male,"Country, Contemporary Country, Modern Country, Country Pop, Rock",,,,,,As Good as I Once WasToby Keith
135,Do I,Luke Bryan,2009,2000s,Male,"Country, Contemporary Country, Modern Country, Country Pop",,,,,,Do ILuke Bryan
135,Rodeo,Garth Brooks,1991,90s,Male,"Country, Country Pop",,,,,,RodeoGarth Brooks
135,Runaway Train,Soul Asylum,1993,90s,Male,"Pop, Pop Rock, Pop Punk, Grunge, Post-Grunge, Alternative Rock",,,,,,Runaway TrainSoul Asylum
135,Simple Man,Lynyrd Skynyrd,1973,70s,Male,"Rock, Classic Rock, Hard Rock, Blues Rock, Southern Rock",,,Dad Rock,,,Simple ManLynyrd Skynyrd
135,Video Games,Lana Del Rey,2011,2010s,Female,"Pop, Indie Pop, Folk Pop, Art Pop, Singer-Songwriter",,,,,,Video GamesLana Del Rey
134,I'm the Only One,Melissa Etheridge,1993,90s,Female,"Rock, Pop Rock, Folk Rock, Heartland Rock",,,,,,I'm the Only OneMelissa Etheridge
134,In Case You Didn't Know,Brett Young,2016,2010s,Male,"Country, Contemporary Country, Country Pop",,,,,,In Case You Didn't KnowBrett Young
134,Let 'Er Rip,The Chicks (formerly The Dixie Chicks),1999,90s,Female,Country,,,,,,Let 'Er RipThe Chicks (formerly The Dixie Chicks)
133,455 Rocket,Kathy Mattea,1997,90s,Female,"Country, Country Pop, Country Rock, Americana",,,,,,455 RocketKathy Mattea
133,Cupid's Chokehold,Gym Class Heroes,2007,2000s,Male,"Pop, Dance-Pop, Hip-Hop, Pop Rap",,,,,,Cupid's ChokeholdGym Class Heroes
133,Kiss,Prince,1989,80s,Male,"Pop, Dance-Pop, Pop Rock, Adult Contemporary, R&B",,,,,,KissPrince
133,Mary Jane's Last Dance,Tom Petty & The Heartbreakers,1993,90s,Male,"Rock, Pop Rock, Classic Rock, Heartland Rock, Southern Rock",,,Dad Rock,,,Mary Jane's Last DanceTom Petty & The Heartbreakers
133,Paint It Black,The Rolling Stones,1977,70s,Male,"Rock, Pop Rock, Classic Rock, Blues Rock, Blues",,,Dad Rock,may-the-4th,,Paint It BlackThe Rolling Stones
132,Short Skirt/Long Jacket,Cake,2001,2000s,Male,"Rock, Pop Rock, Alternative Rock, Indie Rock, Alt-Country",,,,,,Short Skirt/Long JacketCake
130,Ex's & Oh's,Elle King,2014,2010s,Female,Pop,,,,,,Ex's & Oh'sElle King
130,Lose Yourself,Eminem,2002,2000s,Male,"Pop, Hip-Hop, Pop Rap",,,,,,Lose YourselfEminem
129,Come Together,The Beatles,1969,60s,Male,"Pop, Pop Rock, Classic Rock, Britpop",,,,,,Come TogetherThe Beatles
129,Don't Know Why,Norah Jones,2001,2000s,Female,"Pop, Indie Pop, Country, Folk, Singer-Songwriter",,,,,,Don't Know WhyNorah Jones
129,Here for the Party,Gretchen Wilson,2004,2000s,Female,"Country, Contemporary Country, Country Rock, Alternative Rock",,,,,,Here for the PartyGretchen Wilson
128,All of Me,John Legend,2013,2010s,Male,"Pop, Soul, R&B, Contemporary R&B, Hip-Hop",,,,,,All of MeJohn Legend
128,Heaven,Kane Brown,2017,2010s,Male,"Country, Country Pop",,,,,,HeavenKane Brown
128,Interstate Love Song,Stone Temple Pilots,1994,90s,Male,"Rock, Hard Rock, Grunge, Alternative Rock, Pop",,,,,,Interstate Love SongStone Temple Pilots
